,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Annual_Rainfall
19659,Barley,Peaty,5.5,18.25084548807236,80.0,9.55087036765875,55.0,45.0,35.0,593.7
19660,Cotton,Clay,6.25,21.15904460504203,78.84095539495797,15.107185220831978,66.0,55.00000000000001,48.0,1189.1
19661,Sugarcane,Peaty,5.5,27.56638177643315,72.43361822356685,5.683371212090584,71.5,54.0,42.0,1439.9
19662,Tomato,Clay,6.25,19.46336589267865,80.0,9.903443727765955,60.0,45.0,40.0,626.7
19663,Potato,Sandy,6.75,19.8406030989787,80.0,6.548956036888572,55.00000000000001,40.0,27.0,654.8
19664,Wheat,Loamy,6.5,28.714545491215603,71.2854545087844,13.25655835995347,77.0,60.0,45.0,661.9
19665,Corn,Peaty,5.5,28.99386533570904,71.00613466429095,4.026491546053238,66.0,49.50000000000001,35.0,1187.9
19666,Rice,Clay,6.25,15.85416566211558,80.0,10.967119474312122,78.0,60.0,44.0,1221.0
19667,Barley,Clay,6.25,22.266828253981963,77.73317174601803,3.4327689006902657,60.0,50.0,40.0,430.3
19668,Cotton,Sandy,6.75,21.63538257530211,78.36461742469788,7.510563038679805,55.00000000000001,44.0,36.0,1071.7
19669,Sugarcane,Clay,6.25,23.651948925561197,76.34805107443881,3.999231248357125,78.0,60.0,48.0,1080.4
19670,Tomato,Loamy,6.5,22.390562905765165,77.60943709423483,6.295271469136313,70.0,54.0,50.0,1126.4
19671,Potato,Clay,6.25,21.09419779022317,78.90580220977682,10.40659498836662,66.0,50.0,36.0,593.5
19672,Wheat,Saline,8.0,25.255188853179416,74.74481114682058,9.607002813220609,71.5,55.0,40.5,764.7
19673,Corn,Peaty,5.5,14.29222548007041,80.0,11.0932049708266,66.0,49.50000000000001,35.0,943.7
19674,Rice,Clay,6.25,30.80795234124971,69.19204765875028,8.719743822688503,78.0,60.0,44.0,1238.8
19675,Barley,Saline,8.0,20.009080598961063,79.99091940103894,10.189072355511446,65.0,55.0,45.0,473.8
19676,Cotton,Saline,8.0,15.515465856118167,80.0,12.250660099759454,71.5,60.50000000000001,54.0,1125.2
19677,Sugarcane,Loamy,6.5,20.380280516228428,79.61971948377158,14.218063988110304,91.0,72.0,60.0,1363.9
19678,Tomato,Peaty,5.5,12.411318387881138,80.0,12.245500479881263,55.0,40.5,35.0,1071.4
19679,Potato,Loamy,6.5,13.307408211128829,80.0,10.106512325766236,77.0,60.0,45.0,565.3
19680,Wheat,Peaty,5.5,22.99248411710157,77.00751588289843,14.28799803928424,60.50000000000001,45.0,31.5,818.4
19681,Corn,Loamy,6.5,26.17625089336535,73.82374910663465,6.71390050131757,84.0,66.0,50.0,1193.0
19682,Rice,Peaty,5.5,18.69141049966992,80.0,12.208614890491852,71.5,54.0,38.5,1480.5
19683,Barley,Sandy,6.75,22.54454349708039,77.45545650291962,8.73482549674166,50.0,40.0,30.0,422.5
19684,Cotton,Loamy,6.5,24.576282285597102,75.4237177144029,11.89795663209525,77.0,66.0,60.0,861.6
19685,Sugarcane,Saline,8.0,12.594346638001776,80.0,10.13205079316104,84.5,66.0,54.0,1286.7
19686,Tomato,Sandy,6.75,19.728609009774708,80.0,9.870605894423717,50.0,36.0,30.0,906.4
19687,Potato,Clay,6.25,28.278874058786545,71.72112594121346,1.9724750247192784,66.0,50.0,36.0,631.8
19688,Wheat,Saline,8.0,22.585055611951557,77.41494438804844,8.084099929062713,71.5,55.0,40.5,585.8
19689,Corn,Clay,6.25,20.55538591130519,79.4446140886948,9.88367163120622,72.0,55.00000000000001,40.0,627.4
19690,Rice,Sandy,6.75,27.42440419042329,72.57559580957671,5.409952060453402,65.0,48.0,33.0,1453.1
19691,Barley,Clay,6.25,16.278543365811032,80.0,9.195235203389135,60.0,50.0,40.0,604.4
19692,Cotton,Peaty,5.5,23.550872421405472,76.44912757859453,12.929834353096728,60.50000000000001,49.50000000000001,42.0,1021.8
19693,Sugarcane,Clay,6.25,21.958151119201265,78.04184888079874,13.337841069927798,78.0,60.0,48.0,1027.5
19694,Tomato,Sandy,6.75,18.441900058072783,80.0,7.236804747734745,50.0,36.0,30.0,1167.0
19695,Potato,Saline,8.0,26.638956213740173,73.36104378625983,9.580185491915085,71.5,55.0,40.5,518.6
19696,Wheat,Clay,6.25,20.854395838354325,79.14560416164568,14.110638040991187,66.0,50.0,36.0,967.2
19697,Corn,Clay,6.25,17.904009381012013,80.0,6.558625982034397,72.0,55.00000000000001,40.0,780.3
19698,Rice,Saline,8.0,16.737815275182754,80.0,9.16369924669426,84.5,66.0,49.50000000000001,1441.1
19699,Barley,Saline,8.0,21.80091039119096,78.19908960880903,9.748323773139829,65.0,55.0,45.0,600.4
19700,Cotton,Loamy,6.5,24.027032336021943,75.97296766397805,8.24254655103538,77.0,66.0,60.0,1146.0
19701,Sugarcane,Peaty,5.5,20.26166356220608,79.73833643779392,9.88143322468885,71.5,54.0,42.0,1189.9
19702,Tomato,Clay,6.25,25.85257202675416,74.14742797324584,12.770811031604634,60.0,45.0,40.0,722.6
19703,Potato,Clay,6.25,29.13399718177824,70.86600281822176,6.957265372931491,66.0,50.0,36.0,516.9
19704,Wheat,Saline,8.0,12.360510063408396,80.0,9.754776558150184,71.5,55.0,40.5,774.9
19705,Corn,Clay,6.25,20.967092419919428,79.03290758008058,14.941583635353329,72.0,55.00000000000001,40.0,887.7
19706,Rice,Sandy,6.75,27.52131115912971,72.47868884087029,15.303547706145498,65.0,48.0,33.0,1400.6
19707,Barley,Sandy,6.75,22.139863827324746,77.86013617267525,9.174838047263112,50.0,40.0,30.0,755.2
19708,Cotton,Clay,6.25,16.18818866419595,80.0,14.456056269365703,66.0,55.00000000000001,48.0,871.6
19709,Sugarcane,Loamy,6.5,15.684825528333182,80.0,1.2837357707186996,91.0,72.0,60.0,1058.5
19710,Tomato,Peaty,5.5,20.44187735688636,79.55812264311365,12.786322257704096,55.0,40.5,35.0,1000.9
19711,Potato,Peaty,5.5,29.109969877789407,70.89003012221059,13.749973765635444,60.50000000000001,45.0,31.5,697.5
19712,Wheat,Saline,8.0,24.911877070395036,75.08812292960496,9.16077025326384,71.5,55.0,40.5,547.9
19713,Corn,Peaty,5.5,15.207617508998,80.0,13.81904699952527,66.0,49.50000000000001,35.0,635.8
19714,Rice,Loamy,6.5,23.36904230704714,76.63095769295286,14.227621158355475,91.0,72.0,55.00000000000001,1247.5
19715,Barley,Sandy,6.75,16.009480782335785,80.0,11.623321395302986,50.0,40.0,30.0,605.1
19716,Cotton,Saline,8.0,18.49879635426069,80.0,8.630625957954765,71.5,60.50000000000001,54.0,650.6
19717,Sugarcane,Peaty,5.5,15.41360582680388,80.0,11.705404441792249,71.5,54.0,42.0,1073.1
19718,Tomato,Sandy,6.75,17.453959664330156,80.0,11.834155142038464,50.0,36.0,30.0,1005.3
19719,Potato,Saline,8.0,26.87605031043429,73.1239496895657,10.651526150456938,71.5,55.0,40.5,572.3
19720,Wheat,Clay,6.25,17.24377032911954,80.0,8.472668234599896,66.0,50.0,36.0,695.3
19721,Corn,Saline,8.0,19.086794784314023,80.0,8.348439193881905,78.0,60.50000000000001,45.0,749.6
19722,Rice,Clay,6.25,20.288184054659062,79.71181594534093,5.899665259379237,78.0,60.0,44.0,1245.8
19723,Barley,Peaty,5.5,22.527774567521284,77.47222543247872,10.463589093606812,55.0,45.0,35.0,430.4
19724,Cotton,Peaty,5.5,17.22334791549188,80.0,9.08914163041125,60.50000000000001,49.50000000000001,42.0,772.4
19725,Sugarcane,Loamy,6.5,13.707768698200027,80.0,11.974682275622705,91.0,72.0,60.0,1238.2
19726,Tomato,Clay,6.25,12.829849767766564,80.0,12.09413850506384,60.0,45.0,40.0,896.6
19727,Potato,Clay,6.25,19.31093601537516,80.0,5.115177969555413,66.0,50.0,36.0,581.8
19728,Wheat,Clay,6.25,17.22489029686828,80.0,10.113299408021703,66.0,50.0,36.0,661.3
19729,Corn,Saline,8.0,35.078992341937806,64.9210076580622,8.439131204765237,78.0,60.50000000000001,45.0,706.2
19730,Rice,Loamy,6.5,15.39116379919052,80.0,5.994023492320414,91.0,72.0,55.00000000000001,1334.1
19731,Barley,Peaty,5.5,25.641713424807516,74.3582865751925,10.151149545337812,55.0,45.0,35.0,623.9
19732,Cotton,Saline,8.0,26.196930003312666,73.80306999668734,3.698796360440574,71.5,60.50000000000001,54.0,1025.6
19733,Sugarcane,Saline,8.0,19.92000435993976,80.0,12.60805691821726,84.5,66.0,54.0,1185.4
19734,Tomato,Sandy,6.75,12.989326253072509,80.0,7.681218735013244,50.0,36.0,30.0,880.4
19735,Potato,Saline,8.0,20.04064522003744,79.95935477996255,9.07703804170306,71.5,55.0,40.5,570.2
19736,Wheat,Loamy,6.5,31.53591111031309,68.4640888896869,5.79562731691543,77.0,60.0,45.0,819.1
19737,Corn,Clay,6.25,13.610980842709974,80.0,12.294004582114743,72.0,55.00000000000001,40.0,1183.7
19738,Rice,Clay,6.25,21.374822332487582,78.62517766751242,7.570385847963424,78.0,60.0,44.0,1303.4
19739,Barley,Loamy,6.5,15.65524923549475,80.0,12.4359425636613,70.0,60.0,50.0,477.1
19740,Cotton,Peaty,5.5,15.64256604243489,80.0,6.824435142951297,60.50000000000001,49.50000000000001,42.0,893.5
19741,Sugarcane,Peaty,5.5,10.62615319625306,80.0,6.5169485094207245,71.5,54.0,42.0,1176.2
19742,Tomato,Clay,6.25,20.239381972857952,79.76061802714204,13.283053064395348,60.0,45.0,40.0,642.6
19743,Potato,Clay,6.25,17.708543526715303,80.0,10.898394155087995,66.0,50.0,36.0,552.4
19744,Wheat,Sandy,6.75,22.025331095231977,77.97466890476802,13.382340513810542,55.00000000000001,40.0,27.0,783.6
19745,Corn,Peaty,5.5,16.07995188679915,80.0,12.546013885649948,66.0,49.50000000000001,35.0,801.4
19746,Rice,Clay,6.25,13.083314376946426,80.0,12.260869401448506,78.0,60.0,44.0,1429.8
19747,Barley,Saline,8.0,14.662559606888411,80.0,10.542260139982638,65.0,55.0,45.0,566.4
19748,Cotton,Loamy,6.5,25.60448716014089,74.39551283985911,9.649565608363236,77.0,66.0,60.0,600.3
19749,Sugarcane,Loamy,6.5,25.77084402899542,74.22915597100459,10.415431587629302,91.0,72.0,60.0,1092.6
19750,Tomato,Peaty,5.5,21.1364211669779,78.8635788330221,13.419281259482666,55.0,40.5,35.0,1132.3
19751,Potato,Peaty,5.5,19.093133831028887,80.0,10.933840217959292,60.50000000000001,45.0,31.5,502.5
19752,Wheat,Peaty,5.5,20.152504284161296,79.8474957158387,9.265624099699044,60.50000000000001,45.0,31.5,506.7
19753,Corn,Saline,8.0,23.35711447595043,76.64288552404957,9.742345255758147,78.0,60.50000000000001,45.0,782.5
19754,Rice,Loamy,6.5,19.664952102534937,80.0,2.8832412545748785,91.0,72.0,55.00000000000001,1220.9
19755,Barley,Saline,8.0,14.950649637998712,80.0,10.377930957342535,65.0,55.0,45.0,501.7
19756,Cotton,Loamy,6.5,19.414163654435196,80.0,11.483399187579188,77.0,66.0,60.0,745.8
19757,Sugarcane,Saline,8.0,17.98816764027269,80.0,4.97841814285244,84.5,66.0,54.0,1432.4
19758,Tomato,Peaty,5.5,19.727987866237875,80.0,12.112546369421835,55.0,40.5,35.0,827.4
19759,Potato,Peaty,5.5,17.181117141598406,80.0,11.420072453335845,60.50000000000001,45.0,31.5,574.0
19760,Wheat,Loamy,6.5,26.227984618583385,73.77201538141662,10.159534018546118,77.0,60.0,45.0,548.1
19761,Corn,Sandy,6.75,20.620973691181245,79.37902630881875,9.54844928318323,60.0,44.0,30.0,685.8
19762,Rice,Peaty,5.5,22.724790702879364,77.27520929712064,12.327705520527063,71.5,54.0,38.5,1363.9
19763,Barley,Clay,6.25,16.024508551459395,80.0,8.257314766610444,60.0,50.0,40.0,412.6
19764,Cotton,Sandy,6.75,19.990289617270623,80.0,7.646486198074927,55.00000000000001,44.0,36.0,867.8
19765,Sugarcane,Loamy,6.5,14.57720068569349,80.0,14.896548589772316,91.0,72.0,60.0,1322.8
19766,Tomato,Loamy,6.5,16.74680858066275,80.0,9.057632687455545,70.0,54.0,50.0,1119.7
19767,Potato,Saline,8.0,21.26305426535773,78.73694573464226,14.150080628188014,71.5,55.0,40.5,505.8
19768,Wheat,Saline,8.0,11.42283042342392,80.0,12.536445241680571,71.5,55.0,40.5,832.1
19769,Corn,Peaty,5.5,16.88078934957676,80.0,5.292700869802505,66.0,49.50000000000001,35.0,1050.1
19770,Rice,Loamy,6.5,24.56146790730503,75.43853209269497,11.578610376563558,91.0,72.0,55.00000000000001,1286.8
19771,Barley,Loamy,6.5,24.86241076571094,75.13758923428907,9.366782688001546,70.0,60.0,50.0,550.3
19772,Cotton,Loamy,6.5,27.11822407872012,72.88177592127988,7.102862395962699,77.0,66.0,60.0,801.3
19773,Sugarcane,Saline,8.0,28.3304524870783,71.6695475129217,9.747175306939347,84.5,66.0,54.0,1484.5
19774,Tomato,Clay,6.25,15.095540006689111,80.0,9.773149034652006,60.0,45.0,40.0,809.4
19775,Potato,Loamy,6.5,14.06942330259588,80.0,8.42773289149478,77.0,60.0,45.0,628.0
19776,Wheat,Peaty,5.5,25.7353011188045,74.2646988811955,5.744948686963299,60.50000000000001,45.0,31.5,728.6
19777,Corn,Saline,8.0,22.207205942577534,77.79279405742247,10.699911425953768,78.0,60.50000000000001,45.0,702.6
19778,Rice,Loamy,6.5,22.280430563502065,77.71956943649793,8.80339088053145,91.0,72.0,55.00000000000001,1451.3
19779,Barley,Peaty,5.5,9.7383060495154,80.0,10.326667559678508,55.0,45.0,35.0,499.5
19780,Cotton,Sandy,6.75,13.730323270391056,80.0,10.76857908026283,55.00000000000001,44.0,36.0,996.6
19781,Sugarcane,Saline,8.0,20.62498227171332,79.37501772828668,3.75633550340371,84.5,66.0,54.0,1345.8
19782,Tomato,Loamy,6.5,17.04013841672721,80.0,7.467439211907413,70.0,54.0,50.0,707.7
19783,Potato,Saline,8.0,25.47062322586908,74.52937677413092,11.308869644743949,71.5,55.0,40.5,573.5
19784,Wheat,Clay,6.25,19.930517038302806,80.0,9.746901675520046,66.0,50.0,36.0,747.8
19785,Corn,Loamy,6.5,22.3178998043769,77.6821001956231,8.449742028575619,84.0,66.0,50.0,1036.4
19786,Rice,Loamy,6.5,27.01120313390189,72.98879686609811,7.166030996661916,91.0,72.0,55.00000000000001,1263.5
19787,Barley,Sandy,6.75,25.41985758440956,74.58014241559044,8.982328113698145,50.0,40.0,30.0,738.7
19788,Cotton,Sandy,6.75,6.913227961417734,80.0,12.45605120645449,55.00000000000001,44.0,36.0,1167.3
19789,Sugarcane,Peaty,5.5,16.773650962310988,80.0,10.167426489535076,71.5,54.0,42.0,1328.2
19790,Tomato,Loamy,6.5,22.504748758774923,77.49525124122508,9.861266896821542,70.0,54.0,50.0,653.7
19791,Potato,Clay,6.25,27.93529131018546,72.06470868981454,11.12323883499672,66.0,50.0,36.0,523.0
19792,Wheat,Saline,8.0,22.786503918542486,77.21349608145752,6.525887500333661,71.5,55.0,40.5,640.3
19793,Corn,Loamy,6.5,15.899443795192528,80.0,10.76194518985404,84.0,66.0,50.0,736.1
19794,Rice,Peaty,5.5,23.77964173904208,76.22035826095792,7.622869398845789,71.5,54.0,38.5,1271.5
19795,Barley,Loamy,6.5,18.20468178728531,80.0,9.154145391014245,70.0,60.0,50.0,472.2
19796,Cotton,Clay,6.25,17.407588638086445,80.0,10.791323850557449,66.0,55.00000000000001,48.0,1199.1
19797,Sugarcane,Clay,6.25,17.579478424903716,80.0,12.58119724090211,78.0,60.0,48.0,1261.5
19798,Tomato,Peaty,5.5,18.833237069860825,80.0,11.467268489099856,55.0,40.5,35.0,1089.8
19799,Potato,Peaty,5.5,24.641460616925112,75.35853938307488,12.055253149438474,60.50000000000001,45.0,31.5,644.6
19800,Wheat,Clay,6.25,20.201477852588205,79.7985221474118,7.637637615317244,66.0,50.0,36.0,757.2
19801,Corn,Saline,8.0,28.31077751206599,71.68922248793402,10.456067539030496,78.0,60.50000000000001,45.0,797.5
19802,Rice,Sandy,6.75,15.256948892322663,80.0,6.7636899919867535,65.0,48.0,33.0,1318.1
19803,Barley,Saline,8.0,25.59318721908318,74.40681278091682,9.853693212440746,65.0,55.0,45.0,501.6
19804,Cotton,Loamy,6.5,24.37566277176232,75.62433722823768,9.087062327716136,77.0,66.0,60.0,930.9
19805,Sugarcane,Loamy,6.5,27.16881377276952,72.83118622723049,9.329718179296446,91.0,72.0,60.0,1324.7
19806,Tomato,Clay,6.25,12.7229710182679,80.0,8.464652075252275,60.0,45.0,40.0,1009.4
19807,Potato,Saline,8.0,7.60713923227463,80.0,8.024257015668981,71.5,55.0,40.5,629.5
19808,Wheat,Sandy,6.75,19.137479505783865,80.0,9.934632151145957,55.00000000000001,40.0,27.0,623.4
19809,Corn,Saline,8.0,19.41147537538595,80.0,6.899405804189349,78.0,60.50000000000001,45.0,943.8
19810,Rice,Clay,6.25,29.66469768048932,70.33530231951067,10.086730734943028,78.0,60.0,44.0,1272.4
19811,Barley,Saline,8.0,18.88622060661149,80.0,10.393667248345484,65.0,55.0,45.0,419.2
19812,Cotton,Sandy,6.75,19.322275932668163,80.0,7.066516329242658,55.00000000000001,44.0,36.0,849.3
19813,Sugarcane,Clay,6.25,13.481458563105624,80.0,12.243567910034448,78.0,60.0,48.0,1385.0
19814,Tomato,Peaty,5.5,21.98334333725081,78.0166566627492,12.900603350736528,55.0,40.5,35.0,1106.3
19815,Potato,Saline,8.0,23.51983352454122,76.48016647545879,5.351273527111542,71.5,55.0,40.5,574.5
19816,Wheat,Clay,6.25,18.090908067735423,80.0,6.520873499138073,66.0,50.0,36.0,843.5
19817,Corn,Sandy,6.75,27.72724039744081,72.27275960255919,4.889877115514222,60.0,44.0,30.0,852.1
19818,Rice,Sandy,6.75,14.521591994537744,80.0,9.382971053865411,65.0,48.0,33.0,1485.0
19819,Barley,Loamy,6.5,19.747476477865305,80.0,9.38835685169716,70.0,60.0,50.0,705.3
19820,Cotton,Clay,6.25,19.8259209193231,80.0,14.070688996935605,66.0,55.00000000000001,48.0,880.5
19821,Sugarcane,Saline,8.0,22.796802567257576,77.20319743274243,10.004471757709943,84.5,66.0,54.0,1213.0
19822,Tomato,Clay,6.25,17.122550598924462,80.0,15.49317211064318,60.0,45.0,40.0,1103.9
19823,Potato,Sandy,6.75,20.755592409807527,79.24440759019248,7.534863542493355,55.00000000000001,40.0,27.0,652.5
19824,Wheat,Loamy,6.5,15.271747927656516,80.0,18.454430701448462,77.0,60.0,45.0,993.0
19825,Corn,Sandy,6.75,18.46087097720413,80.0,4.422165355300175,60.0,44.0,30.0,1140.8
19826,Rice,Loamy,6.5,24.50900555482753,75.49099444517246,8.625735962807266,91.0,72.0,55.00000000000001,1325.2
19827,Barley,Sandy,6.75,13.030494484602109,80.0,11.229841372296898,50.0,40.0,30.0,549.2
19828,Cotton,Saline,8.0,21.81108400530599,78.18891599469401,13.24830494076494,71.5,60.50000000000001,54.0,781.1
19829,Sugarcane,Sandy,6.75,9.09204975887578,80.0,11.84665019763982,65.0,48.0,36.0,1025.1
19830,Tomato,Loamy,6.5,14.115319464407088,80.0,7.720473060395804,70.0,54.0,50.0,825.9
19831,Potato,Sandy,6.75,25.91416287224358,74.08583712775642,10.079894765417215,55.00000000000001,40.0,27.0,572.2
19832,Wheat,Clay,6.25,18.8222588743848,80.0,10.363244761589344,66.0,50.0,36.0,925.1
19833,Corn,Saline,8.0,21.03967942837226,78.96032057162773,17.195479728022235,78.0,60.50000000000001,45.0,1018.7
19834,Rice,Saline,8.0,16.14484711977449,80.0,14.29258922224112,84.5,66.0,49.50000000000001,1251.8
19835,Barley,Sandy,6.75,25.21595347297528,74.78404652702471,14.099613402499422,50.0,40.0,30.0,586.5
19836,Cotton,Loamy,6.5,29.897300711854,70.102699288146,8.416890151906994,77.0,66.0,60.0,1180.2
19837,Sugarcane,Loamy,6.5,16.622342093408292,80.0,10.167512712882436,91.0,72.0,60.0,1431.6
19838,Tomato,Loamy,6.5,20.38195665137661,79.61804334862339,12.990976101872302,70.0,54.0,50.0,658.6
19839,Potato,Sandy,6.75,17.332292088513032,80.0,8.976011944736076,55.00000000000001,40.0,27.0,528.4
19840,Wheat,Saline,8.0,18.68884690190937,80.0,11.651343372383073,71.5,55.0,40.5,769.2
19841,Corn,Sandy,6.75,31.629570510060223,68.37042948993977,11.80288655501048,60.0,44.0,30.0,907.0
19842,Rice,Saline,8.0,17.998577890135408,80.0,9.0031930883463,84.5,66.0,49.50000000000001,1443.4
19843,Barley,Saline,8.0,15.550701037774958,80.0,11.889176929243268,65.0,55.0,45.0,557.6
19844,Cotton,Peaty,5.5,17.24506806776891,80.0,9.064724066562588,60.50000000000001,49.50000000000001,42.0,1068.4
19845,Sugarcane,Peaty,5.5,19.640122029154377,80.0,11.458373981765163,71.5,54.0,42.0,1113.5
19846,Tomato,Sandy,6.75,17.82380279762303,80.0,12.242132503100883,50.0,36.0,30.0,704.3
19847,Potato,Saline,8.0,11.092664864438008,80.0,6.700473138168386,71.5,55.0,40.5,620.4
19848,Wheat,Peaty,5.5,12.328459297041068,80.0,13.147589178320027,60.50000000000001,45.0,31.5,834.8
19849,Corn,Sandy,6.75,16.650584145936435,80.0,8.500521329033708,60.0,44.0,30.0,911.7
19850,Rice,Saline,8.0,18.401109637757457,80.0,9.64994621458499,84.5,66.0,49.50000000000001,1223.6
19851,Barley,Clay,6.25,15.39262706307551,80.0,10.89869011328175,60.0,50.0,40.0,772.3
19852,Cotton,Sandy,6.75,19.13299932645045,80.0,7.941197693790508,55.00000000000001,44.0,36.0,605.0
19853,Sugarcane,Clay,6.25,22.488937793170592,77.51106220682941,12.779653944090263,78.0,60.0,48.0,1038.4
19854,Tomato,Loamy,6.5,29.35889464294523,70.64110535705477,10.46221893034842,70.0,54.0,50.0,602.3
19855,Potato,Saline,8.0,23.56883502691598,76.43116497308402,11.049908185293551,71.5,55.0,40.5,687.5
19856,Wheat,Peaty,5.5,21.404705098265723,78.59529490173428,2.8464208272052955,60.50000000000001,45.0,31.5,902.4
19857,Corn,Loamy,6.5,14.040640072585768,80.0,11.443330335871456,84.0,66.0,50.0,669.9
19858,Rice,Saline,8.0,16.49783906405458,80.0,7.374322760087098,84.5,66.0,49.50000000000001,1365.4
19859,Barley,Loamy,6.5,21.723297722948367,78.27670227705164,10.705586007336336,70.0,60.0,50.0,754.5
19860,Cotton,Saline,8.0,20.590336995244304,79.4096630047557,3.492489682681848,71.5,60.50000000000001,54.0,1079.9
19861,Sugarcane,Peaty,5.5,28.36149931016209,71.63850068983791,6.375921389176732,71.5,54.0,42.0,1490.9
19862,Tomato,Sandy,6.75,29.875959445196443,70.12404055480356,8.661353506239879,50.0,36.0,30.0,734.8
19863,Potato,Peaty,5.5,25.199572204230087,74.8004277957699,11.11103269184686,60.50000000000001,45.0,31.5,674.0
19864,Wheat,Loamy,6.5,26.380245024689536,73.61975497531046,6.362386902002155,77.0,60.0,45.0,796.9
19865,Corn,Peaty,5.5,24.440817876876384,75.55918212312362,12.088431086206684,66.0,49.50000000000001,35.0,781.7
19866,Rice,Sandy,6.75,25.500538126467696,74.49946187353231,5.830701355494412,65.0,48.0,33.0,1429.8
19867,Barley,Peaty,5.5,17.79507310398575,80.0,9.591837901948905,55.0,45.0,35.0,489.9
19868,Cotton,Saline,8.0,21.57989841261506,78.42010158738495,8.976289150383657,71.5,60.50000000000001,54.0,677.1
19869,Sugarcane,Clay,6.25,9.715895609126024,80.0,16.03686037896901,78.0,60.0,48.0,1292.4
19870,Tomato,Loamy,6.5,23.89883426998072,76.10116573001929,13.03051536264094,70.0,54.0,50.0,616.1
19871,Potato,Saline,8.0,18.068268653061047,80.0,4.383026760012637,71.5,55.0,40.5,641.7
19872,Wheat,Peaty,5.5,23.43117624229916,76.56882375770084,9.715791274978944,60.50000000000001,45.0,31.5,521.4
19873,Corn,Saline,8.0,28.525562375160813,71.47443762483918,11.900461706373932,78.0,60.50000000000001,45.0,942.9
19874,Rice,Clay,6.25,15.466831897996729,80.0,7.502469025085082,78.0,60.0,44.0,1354.1
19875,Barley,Peaty,5.5,20.316334605747628,79.68366539425237,7.799777442997028,55.0,45.0,35.0,527.9
19876,Cotton,Sandy,6.75,24.84450284978497,75.15549715021503,10.498684878104996,55.00000000000001,44.0,36.0,694.5
19877,Sugarcane,Saline,8.0,17.933386872850285,80.0,7.681780573748576,84.5,66.0,54.0,1180.2
19878,Tomato,Saline,8.0,20.304199775055416,79.69580022494458,10.087666604031783,65.0,49.5,45.0,906.1
19879,Potato,Saline,8.0,13.974880839293377,80.0,11.162700085432771,71.5,55.0,40.5,533.7
19880,Wheat,Loamy,6.5,16.796802453820863,80.0,12.462484763956104,77.0,60.0,45.0,970.6
19881,Corn,Sandy,6.75,18.94452923202859,80.0,11.955788906442004,60.0,44.0,30.0,973.9
19882,Rice,Clay,6.25,19.14527479702831,80.0,10.494732070730292,78.0,60.0,44.0,1204.5
19883,Barley,Loamy,6.5,22.81738496120569,77.18261503879431,14.260148215758235,70.0,60.0,50.0,540.9
19884,Cotton,Loamy,6.5,17.596969505310383,80.0,6.997066271594056,77.0,66.0,60.0,673.6
19885,Sugarcane,Loamy,6.5,25.01550930255633,74.98449069744368,9.314765627067956,91.0,72.0,60.0,1320.5
19886,Tomato,Peaty,5.5,23.619791082085825,76.38020891791417,9.046748907498268,55.0,40.5,35.0,745.2
19887,Potato,Sandy,6.75,23.758831196052864,76.24116880394713,13.021682838756952,55.00000000000001,40.0,27.0,561.0
19888,Wheat,Peaty,5.5,10.381386567943924,80.0,5.934538471296047,60.50000000000001,45.0,31.5,892.6
19889,Corn,Peaty,5.5,19.006336888499103,80.0,13.721938727905066,66.0,49.50000000000001,35.0,1110.5
19890,Rice,Clay,6.25,20.874878515860537,79.12512148413947,13.863563347560357,78.0,60.0,44.0,1254.9
19891,Barley,Sandy,6.75,24.62058295705894,75.37941704294106,11.3366165054958,50.0,40.0,30.0,763.7
19892,Cotton,Clay,6.25,15.659657561258978,80.0,11.82850049592457,66.0,55.00000000000001,48.0,908.0
19893,Sugarcane,Saline,8.0,23.392730135243166,76.60726986475683,10.675234735637476,84.5,66.0,54.0,1465.9
19894,Tomato,Clay,6.25,18.946484158073808,80.0,11.268458506862835,60.0,45.0,40.0,984.0
19895,Potato,Peaty,5.5,17.047863416889186,80.0,7.535074032993725,60.50000000000001,45.0,31.5,675.2
19896,Wheat,Sandy,6.75,17.381853965011047,80.0,12.202710177316774,55.00000000000001,40.0,27.0,780.0
19897,Corn,Peaty,5.5,18.95826808642851,80.0,12.5121011460578,66.0,49.50000000000001,35.0,1107.4
19898,Rice,Peaty,5.5,23.65554565275922,76.34445434724078,11.441578227188812,71.5,54.0,38.5,1226.3
19899,Barley,Loamy,6.5,22.12199151167484,77.87800848832515,7.9839965621882705,70.0,60.0,50.0,704.0
19900,Cotton,Loamy,6.5,17.295606078878,80.0,5.461256940172496,77.0,66.0,60.0,969.6
19901,Sugarcane,Loamy,6.5,18.263313198358023,80.0,12.568753908026004,91.0,72.0,60.0,1010.6
19902,Tomato,Sandy,6.75,21.980983802928275,78.01901619707172,11.613227846478855,50.0,36.0,30.0,856.8
19903,Potato,Saline,8.0,20.709146098531207,79.2908539014688,4.860696643178153,71.5,55.0,40.5,594.0
19904,Wheat,Loamy,6.5,15.246566751360392,80.0,14.083916716055072,77.0,60.0,45.0,786.4
19905,Corn,Sandy,6.75,25.435148453878742,74.56485154612125,8.251921925493498,60.0,44.0,30.0,1036.9
19906,Rice,Clay,6.25,21.31666251601865,78.68333748398135,14.32856913448584,78.0,60.0,44.0,1448.0
19907,Barley,Peaty,5.5,14.532313326396666,80.0,8.454224271260664,55.0,45.0,35.0,579.9
